1953,Ford,Customline,$18000,,, excellent, 8 cylinders, rwd, gas, orange, full-size, clean, automatic, coupe
2003,dodge,ram 1500,$7650,,, good, 8 cylinders, 4wd, gas, silver, full-size, clean, automatic, pickup
1981,Chev.,C-10,$2100,,,,,, gas,,, clean, manual, pickup
2012,Ford,Super Duty F-450 Pickup,$49747, 1FT8W4DTXCEC74262, 43508,, 8 cylinders, 4wd, diesel, red,, clean, automatic, truck
2013,Ford,Super Duty F-250,$27999, 1FT7W2B64DEB66590, 66930,, 8 cylinders, 4wd, gas, white,, clean, automatic, truck
2013,Nissan,Frontier,$24747, 1N6AD0EV7DN732144, 71257,, 6 cylinders, 4wd, gas, black,, clean, automatic, truck
2010,toyota,tacoma trd sport,$16900,, 97500, excellent, 6 cylinders, 4wd, gas, silver, full-size, salvage, automatic, truck
2016,Chrysler,Town & Country,$20747, 2C4RC1BG5GR298852, 37022,, 6 cylinders, fwd, gas, grey,, clean, automatic, van
2013,GMC,Acadia,$22999, 1GKKVTKDXDJ237630, 87780,, 6 cylinders, 4wd, gas, black,, clean, automatic, SUV
2015,Ford,Fiesta,$10747, 3FADP4BE6FM171084, 12847,, 3 cylinders, fwd, gas, black,, clean, manual, sedan
2014,Subaru,Impreza WRX,$24999, JF1GV7F64EG013603, 37510,, 4 cylinders, 4wd, gas, white,, clean, other, sedan
1991,Honda,civic wagon 2wd,$400,, 132000, fair, 4 cylinders, fwd, gas,,, clean, manual, wagon
2015,Dodge,Journey,$14999, 3C4PDCBG8FT686427, 65855,, 6 cylinders, fwd, gas, white,, clean, automatic, SUV
2017,Jeep,Patriot,$16999, 1C4NJRBB4HD104128, 31630,, 4 cylinders, 4wd, gas, blue,, clean, automatic, SUV
2002,honda,odyssey,$500,,, fair, 6 cylinders,, gas,,, clean, automatic, mini-van
2007,mercury,mountaineer,$5995, 4M2EU48E97UJ13055,,,,, gas,,, clean, automatic,
2015,Chevrolet,Cruze,$13999, 1G1PA5SG4F7146056, 9015,, 4 cylinders, fwd, gas, white,, clean, other, sedan
1990,Nissan,240SX SE,$9100,,, good, 4 cylinders, rwd, gas, red, compact, clean, manual, hatchback
1990,nissan,240sx,$9100,,, good, 4 cylinders, rwd, gas,,, clean, manual,
2014,Toyota,Prius c,$14999, JTDKDTB34E1060113, 34425,, 4 cylinders, fwd, hybrid, blue,, clean, automatic, sedan
2015,kia,optima sx turbo,$13500,, 38000, excellent, 4 cylinders, fwd, gas, blue,, rebuilt, automatic,
2002,2002,Chevy Suburban LT 1500 4x4,$4900,, 191300, good, 8 cylinders, 4wd, gas, green, full-size, clean, automatic, SUV
1996,subaru,legacy wagon,$300, 4S3BK6356T7300957, 246893, good, 4 cylinders, 4wd, gas, blue, compact, clean, automatic, wagon
2014,Dodge,Avenger,$10998, 1C3CDZAB4EN105239, 70833,,, fwd, gas,,, clean, automatic,
1997,toyota,4runner,$11000, JT3HN86R7V0116154, 167000, excellent, 6 cylinders, 4wd, gas, green, mid-size, clean, manual, SUV
1992,jeep,cherokee,$1500,, 220000, fair, 6 cylinders, 4wd, gas, purple, full-size, clean, automatic, offroad
2005,Lincoln,LS,$7000, 1034142107, 80000, like new, 8 cylinders,, gas, custom, full-size, clean, other, sedan
1999,honda,civic,$1950,,, excellent, 4 cylinders, fwd, gas, green, compact, rebuilt, automatic,
2007,Bug,E,$4500,,,,,, electric,,, clean, automatic,
1989,Cadillac,Allante,$995,,,,,, gas,,, clean, automatic,
2000,Buick,Park Avenue,$1000,,,,,, gas,,, clean, automatic,
2017,Volkswagen,Golf,$17990, 3VW217AUXHM020536, 7713,, 4 cylinders, fwd, gas, silver,, clean, automatic, sedan
2015,Toyota,RAV4,$24995, 2T3DFREVXFW398962, 20259,, 4 cylinders, 4wd, gas,,, clean, automatic, SUV
1993,Chevy,1500,$150,,,,,, gas,,, missing, automatic,
2012,Honda,CR-V,$16495, 5J6RM4H55CL073929, 65531,, 4 cylinders, 4wd, gas, blue,, clean, automatic, SUV
2007,Dodge,Ram 1500,$14999, 1D7HU18257S119492, 110863,, 8 cylinders, 4wd, gas,,, clean, automatic, truck
2017,Jeep,Grand Cherokee,$22770, 1C4RJFAG0HC621607, 44224,, 6 cylinders, 4wd, gas, silver,, clean, automatic, SUV
2017,Chevrolet,Camaro,$22450, 1G1FB1RS8H0207772, 11554,, 6 cylinders, rwd, gas, black,, clean, automatic, coupe
2001,Ford,Mustang,$1300,, 162000,, 6 cylinders, fwd, gas, silver, mid-size, clean, automatic,
1998,Dodge,1500,$2500,,, excellent, 8 cylinders, rwd, gas, grey, full-size, clean, automatic, truck
2001,buick,park ave,$1250,, 180000, good, 6 cylinders, rwd, gas, blue, full-size, clean, automatic, sedan
2003,Pt,cruiser,$2500,, 150000, good, 4 cylinders, fwd, gas,,, clean, automatic,
2007,Mazda,3 Hatchback,$7450, JM1BK343071747059, 23050, good, 4 cylinders, fwd, gas, grey, compact, clean, automatic, hatchback
1967,Chevy,C10,$3500,,, good, 8 cylinders,, gas,,, clean, manual,
2004,Xterra,,$2600,,, good, 6 cylinders, rwd, gas, silver, mid-size, clean, manual, SUV
2000,GMC,SIERRA,$5200,,,,,, gas,,, clean, automatic,
2005,ford,f-150,$7500,, 159950, good, 8 cylinders, 4wd, gas, white, full-size, clean, automatic, pickup
2013,Volvo,XC60,$22995, YV4902DZ1D2382512, 69235,,, 4wd, gas,,, clean, automatic,
2010,honda,crv,$9995, JHLRE4H73AC002913,,,,, gas,,, clean, automatic,
2004,cadillac,deville,$1500,, 236000, good, 8 cylinders, fwd, gas,, full-size, clean, automatic, sedan
2008,Chevrolet,Impala LT,$7995, 2G1WV58N381366049, 116664,,, fwd, gas, red,, clean, automatic, sedan
1975,Dodge,1 ton chassis,$2250,, 33730, good, 8 cylinders, rwd, gas, white, full-size, clean, automatic, truck
1990,honda,civic hatchback,$1100,,,,,, gas,,, clean, manual, hatchback
1996,toyota,4runner,$5000,, 221199, good, 6 cylinders, 4wd, gas, black, full-size, clean, automatic, SUV
1997,Tacoma,,$7995,, 240000,, 6 cylinders, 4wd, gas,,, clean, automatic,
2001,Ford,Explorer Eddie Bauer,$3500,, 134700, excellent, 8 cylinders, 4wd, gas, black, compact, clean, automatic, SUV
1999,Lexus,GS 400,$4995, JT8BH68X8X0019653, 160953,,, rwd, gas, black,, clean, automatic, sedan
2000,mitsubishi,eclipse gt,$2250,,,,,, gas,,, clean, manual,
1996,ford,f-250,$4100,,,,,, diesel,,, rebuilt, automatic,
2014,BMW,320i xDrive,$20900, WBA3C3G59ENS70066, 25605,, 4 cylinders, 4wd, gas, white,, clean, automatic, sedan
2014,Ram,1500,$25500,,,,,, gas,,, clean, automatic,
2000,ford,f-350,$6500,,, good,,, gas, white,, clean, manual,
2011,Nissan,Sentra,$7995, 3N1AB6AP7BL634556, 64020,,, fwd, gas,,, clean, automatic,
2013,Chevrolet,Silverado 1500,$28995, 1GCRKSE74DZ313167, 17667,,, 4wd, gas,,, clean, automatic,
2014,Toyota,RAV4,$15995, 2T3ZFREV6EW084164, 82311,,, fwd, gas,,, clean, automatic,
2011,Mitsubishi,Lancer GTS,$8995, JA32U8FW6BU005480, 104126,,, fwd, gas, white,, clean, automatic, sedan
2012,Ford,Mustang,$11500,, 66000, excellent, 6 cylinders, rwd, gas, blue, mid-size, clean, automatic, coupe
1993,toyota,t100,$2400,, 118000, good, 6 cylinders, 4wd, gas, black, mid-size, salvage, manual,
2006,nissan,350z,$10999,, 70000,, 6 cylinders, rwd, gas, black, compact, clean, manual, convertible
2005,Subaru,Outback 2.5i Limited,$6995, 4S4BP62C657357434, 176258,,,, gas, silver,, clean, automatic, wagon
1997,Tacoma,,$7995,, 240000,,, 4wd, gas,,, clean, automatic,
2001,toyota,camry,$5950,, 91000, excellent, 4 cylinders, fwd, gas, white, compact, clean, automatic, sedan
2010,pontiac,g6,$5950,, 91000, excellent, 4 cylinders, fwd, gas, silver, mid-size, clean, automatic, sedan
2004,Nissan,Pathfinder SE,$6995, JN8DR09Y74W902426, 130714,,, 4wd, gas, green,, clean, automatic, SUV
2006,Subaru,Outback,$7990,,,,,, gas,,, clean, automatic,
2008,Volkswagen,Jetta Wolfsburg Editi,$5995, 3VWRJ71K08M193558, 137450,,, fwd, gas, silver,, clean, automatic, sedan
2018,honda,accord sedan,$25497, 1HGCV1F48JA063973,, new,,, gas,,, clean, automatic,
2008,dodge,ram 1500 regular cab,$8995, 1D7HA16KX8J219445,,,,, gas,,, clean, automatic,
