2015,Toyota,RAV4,clean,23987,26719,Burlington WA,Gray,Unspecified,AWD,Automatic,SUV,4Cyl,2.5L,Gasoline,22,28,2T3DFREVXFW336557
2015,Toyota,Camry,clean,15491,24377,Corvallis OR,Silver,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK3FR471276
2015,Toyota,4Runner,clean,29500,37593,Stockton CA,Silver,Black,4WD,Automatic,SUV,6Cyl,4.0L,Gasoline,17,21,JTEBU5JR1F5214929
2015,Toyota,Avalon,clean,21000,21098,South Beach OR,Black,Unspecified,FWD,Automatic,Sedan,6Cyl,3.5L,Gasoline,21,30,4T1BK1EB5FU161914
2017,Toyota,Highlander,clean,41991,18390,Corvallis OR,Brown,Unspecified,AWD,Automatic,SUV,6Cyl,3.5L,Hybrid,29,27,5TDDGRFH3HS029015
2016,Toyota,Tacoma,clean,26468,13878,Folsom CA,Black,Gray,RWD,Automatic,Pickup,6Cyl,3.5L,Gasoline,19,24,5TFRZ5CN8GX016479
2015,Toyota,Camry,clean,16975,39072,Sacramento CA,Blue,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Hybrid,40,37,4T1BD1FK2FU142343
2014,Toyota,Corolla,clean,14995,37822,Post Falls ID,Black,Black,FWD,Manual,Sedan,4Cyl,1.8L,Gasoline,28,36,5YFBURHE5EP177660
2016,Toyota,Highlander,clean,28507,14738,Hayward CA,White,Gray,FWD,Automatic,SUV,6Cyl,3.5L,Gasoline,19,25,5TDZKRFH7GS179356
2016,Toyota,Highlander,clean,33999,31376,Puyallup WA,Gray,Gray,AWD,Automatic,SUV,6Cyl,3.5L,Gasoline,18,24,5TDJKRFH6GS247241
2013,Toyota,Camry,clean,12900,59298,The Dalles OR,Gray,Black,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T1BF1FK4DU264810
2016,Toyota,Tacoma,clean,26995,700,Corvallis OR,Beige,Unspecified,RWD,Automatic,Pickup,6Cyl,3.5L,Gasoline,19,24,5TFRZ5CNXGX017147
2017,Toyota,Corolla,clean,17473,4225,Olympia WA,Gray,Black,FWD,Manual,Sedan,4Cyl,1.8L,Gasoline,27,35,2T1BURHEXHC883527
2016,Toyota,Tacoma,clean,30777,27597,Sacramento CA,Gray,Unspecified,4WD,Manual,Pickup,6Cyl,3.5L,Gasoline,17,20,5TFCZ5AN7GX009340
2017,Toyota,Tacoma,clean,34331,6889,Vancouver WA,Silver,Gray,4WD,Automatic,Pickup,6Cyl,3.5L,Gasoline,18,23,5TFSZ5AN2HX072570
2013,Toyota,Highlander,clean,27863,26861,Ontario OR,Blue,Unspecified,4WD,Automatic,SUV,6Cyl,3.5L,Gasoline,17,22,5TDDK3EH8DS261102
2015,Toyota,Highlander,clean,32999,33050,Puyallup WA,White,Gray,AWD,Automatic,SUV,6Cyl,3.5L,Gasoline,18,24,5TDJKRFH5FS131608
2016,Toyota,Corolla,clean,15772,11133,Beaverton OR,Gray,Gray,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,27,35,2T1BURHE7GC698768
2011,Toyota,Prius,clean,9990,73472,Davis CA,White,Gray,FWD,Automatic,Hatchback,4Cyl,1.8L,Hybrid,0,0,JTDKN3DU0B0290445
2015,Toyota,Prius,clean,14593,52358,Fremont CA,Black,Gray,FWD,Automatic,Hatchback,4Cyl,1.8L,Hybrid,50,46,JTDKN3DU5F1875926
2015,Toyota,Tacoma,clean,25786,31222,San Francisco CA,Red,Tan,RWD,Automatic,Pickup,6Cyl,4.0L,Gasoline,17,21,5TFJU4GN5FX074080
2017,Toyota,4Runner,clean,37448,7408,Vancouver WA,Blue,Black,4WD,Automatic,SUV,6Cyl,4.0L,Gasoline,17,20,JTEBU5JR3H5418330
2015,Toyota,Avalon,clean,25517,21616,Kennewick WA,Black,Black,FWD,Automatic,Sedan,6Cyl,3.5L,Gasoline,21,30,4T1BK1EBXFU139150
2015,Toyota,Camry,clean,16400,35118,Livermore CA,Gray,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK9FR465109
2016,Toyota,Camry,clean,13987,29295,Puyallup WA,Gray,Gray,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK7GR520562
2014,Toyota,RAV4,clean,19888,33988,Portland OR,Blue,Black,AWD,Automatic,SUV,4Cyl,2.5L,Gasoline,22,28,2T3DFREV8EW134136
2013,Toyota,Highlander,clean,21995,52944,Bellevue WA,Black,Gray,4WD,Automatic,SUV,6Cyl,3.5L,Gasoline,17,22,5TDBK3EH6DS243964
2015,Toyota,Camry,clean,11051,92600,Brentwood CA,Silver,Gray,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T1BF1FK1FU479290
2010,Toyota,Tundra,clean,19989,89468,Vancouver WA,Blue,Tan,RWD,Automatic,Pickup,8Cyl,5.7L,Gasoline,14,18,5TFRY5F19AX090447
2015,Toyota,Camry,clean,16491,13012,Tracy CA,Black,Gray,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T1BF1FK6FU001771
2014,Toyota,Prius,clean,12950,71577,Fairfield CA,Blue,Gray,FWD,Automatic,Hatchback,4Cyl,1.8L,Hybrid,49,46,JTDKN3DU9E1786603
2016,Toyota,Tundra,clean,41993,16267,Vancouver WA,White,Black,4WD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,17,5TFAY5F17GX535659
2017,Toyota,Tacoma,clean,34993,28158,Vancouver WA,White,Gray,4WD,Automatic,Pickup,6Cyl,3.5L,Gasoline,18,23,3TMCZ5AN4HM050421
2011,Toyota,4Runner,clean,20464,116993,Oakland CA,Red,Black,4WD,Automatic,SUV,6Cyl,4.0L,Gasoline,17,22,JTEBU5JR5B5042365
2015,Toyota,Tundra,clean,39900,35505,The Dalles OR,White,Black,4WD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,17,5TFAY5F19FX459991
2016,Toyota,Mirai,clean,29988,18359,San Francisco CA,White,Blue,FWD,Automatic,Sedan,Electric Unspecified,Alternative,0,0,JTDBVRBD3GA000481
2012,Toyota,Prius,clean,10999,120722,Oakland CA,Gray,Gray,FWD,Automatic,Hatchback,4Cyl,1.8L,Hybrid,51,49,JTDKN3DP9C3012587
2017,Toyota,Highlander,clean,35481,8855,Colma CA,Gray,Unspecified,AWD,Automatic,SUV,6Cyl,3.5L,Gasoline,19,26,5TDJZRFH4HS433230
2014,Toyota,Prius,clean,9800,84748,Fremont CA,Black,Gray,FWD,Automatic,Hatchback,4Cyl,1.5L,Hybrid,53,46,JTDKDTB34E1069328
2012,Toyota,Tacoma,clean,20801,64935,Vancouver WA,Beige,Unspecified,4WD,Automatic,Pickup,4Cyl,2.7L,Gasoline,18,21,5TFUX4EN8CX015415
2013,Toyota,Tacoma,clean,25991,52860,Bellevue WA,Black,Gray,4WD,Automatic,Pickup,6Cyl,4.0L,Gasoline,16,21,3TMMU4FN1DM062008
2015,Toyota,Prius,clean,16985,71689,Burien WA,Blue,Black,FWD,Automatic,Wagon,4Cyl,1.8L,Hybrid,0,0,JTDZN3EU0FJ032584
2015,Toyota,Camry,clean,14248,39979,Vancouver WA,Gray,Black,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK0FR509403
2015,Toyota,Tacoma,clean,23987,28775,Hillsboro OR,Gray,Unspecified,4WD,Manual,Pickup,4Cyl,2.7L,Gasoline,18,20,5TFUX4EN8FX034910
2011,Toyota,Tundra,clean,21588,81105,Spokane Valley WA,Silver,Gray,4WD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,17,5TFUY5F14BX177362
2013,Toyota,4Runner,clean,30984,22829,Beaverton OR,Red,Tan,4WD,Automatic,SUV,6Cyl,4.0L,Gasoline,17,21,JTEBU5JR4D5146784
2016,Toyota,Tundra,clean,30000,26043,Santa Rosa CA,White,Unspecified,RWD,Automatic,Pickup,8Cyl,4.6L,Gasoline,15,19,5TFEM5F19GX103118
2012,Toyota,Tacoma,clean,15995,11403,Sublimity OR,Gray,Unspecified,RWD,Unspecified,Pickup,4Cyl,2.7L,Gasoline,19,24,5TFNX4CN5CX016626
2015,Toyota,RAV4,clean,21481,11861,Oakland CA,Unspecified,Gray,FWD,Automatic,SUV,4Cyl,2.5L,Gasoline,23,30,2T3WFREV2FW183262
2008,Toyota,FJ,clean,15995,125826,Boise ID,Red,Black,4WD,Unspecified,SUV,6Cyl,4.0L,Gasoline,16,20,JTEBU11F580101984
2012,Toyota,Tacoma,clean,17000,59559,Auburn CA,White,Unspecified,RWD,Automatic,Pickup,4Cyl,2.7L,Gasoline,19,24,5TFTX4CN4CX013000
2018,Toyota,Avalon,clean,30600,727,Placerville CA,Beige,Tan,FWD,Automatic,Sedan,4Cyl,2.5L,Hybrid,40,39,4T1BD1EB8JU060921
2016,Toyota,Tundra,clean,38000,18313,Longview WA,Gray,Black,4WD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,17,5TFDY5F12GX547800
2006,Toyota,Corolla,clean,4995,133712,Woodinville WA,White,Gray,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,26,35,1NXBR32E66Z689371
2016,Toyota,Tundra,clean,28688,41153,Lodi CA,Silver,Gray,RWD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,18,5TFRY5F18GX192587
2018,Toyota,RAV4,clean,23999,164,Beaverton OR,Gray,Black,AWD,Automatic,SUV,4Cyl,2.5L,Gasoline,22,28,JTMBFREV4JJ193457
2014,Toyota,Tacoma,clean,17991,77665,Gladstone OR,Gray,Unspecified,RWD,Manual,Pickup,4Cyl,2.7L,Gasoline,21,25,5TFTX4CN1EX041923
2008,Toyota,Highlander,clean,11495,98596,Rocklin CA,Blue,Tan,4WD,Automatic,SUV,6Cyl,3.5L,Gasoline,17,23,JTEES41A082036491
2015,Toyota,RAV4,clean,22900,10646,Boise ID,Black,Unspecified,FWD,Automatic,SUV,4Cyl,2.5L,Gasoline,23,30,2T3YFREV8FW171285
2014,Toyota,Camry,clean,12950,64468,Portland OR,Gray,Black,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T1BF1FK3EU349168
2015,Toyota,Camry,clean,16981,22831,Colma CA,Gray,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T1BF1FK3FU109944
2006,Toyota,RAV4,clean,8482,152105,Walnut Creek CA,Silver,Unspecified,4WD,Automatic,SUV,6Cyl,3.5L,Gasoline,19,26,JTMBK32V866008754
2017,Toyota,Camry,clean,18552,6894,Vancouver WA,Beige,Tan,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,24,33,4T1BF1FK4HU634398
2011,Toyota,Tacoma,clean,17987,119126,Roseville CA,Gray,Gray,RWD,Automatic,Pickup,6Cyl,4.0L,Gasoline,17,21,3TMJU4GNXBM111124
2015,Toyota,Camry,clean,15400,71784,Livermore CA,Silver,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T1BF1FK2FU493196
2017,Toyota,Tacoma,clean,35672,9560,Vancouver WA,Black,Black,4WD,Automatic,Pickup,6Cyl,3.5L,Gasoline,18,23,3TMCZ5AN7HM082179
2011,Toyota,Venza,clean,12592,86343,San Rafael CA,Silver,Tan,FWD,Automatic,Wagon,4Cyl,2.7L,Gasoline,21,27,4T3ZA3BB6BU045849
2017,Toyota,Tacoma,clean,31988,35882,Petaluma CA,Silver,Gray,4WD,Automatic,Pickup,6Cyl,3.5L,Gasoline,18,23,5TFCZ5AN0HX057957
2013,Toyota,Tundra,clean,27975,97652,Sacramento CA,Gray,Unspecified,4WD,Automatic,Pickup,8Cyl,5.7L,Flexible-Fuel,13,17,5TFHW5F14DX285975
2008,Toyota,RAV4,clean,7995,216556,Portland OR,Gray,Black,4WD,Automatic,SUV,6Cyl,3.5L,Gasoline,19,26,JTMBK32V786041683
2015,Toyota,Tundra,clean,34881,44881,Vancouver WA,Gray,Black,4WD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,17,5TFBY5F11FX451209
2015,Toyota,Camry,clean,16400,35386,Livermore CA,White,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK2FR477831
2016,Toyota,Highlander,clean,28288,24929,San Francisco CA,Black,Gray,FWD,Automatic,SUV,6Cyl,3.5L,Gasoline,19,25,5TDZKRFH6GS152410
2016,Toyota,Tacoma,clean,26588,55416,San Francisco CA,White,Gray,4WD,Automatic,Pickup,4Cyl,2.7L,Gasoline,19,22,5TFSX5EN8GX040513
2011,Toyota,4Runner,clean,21989,131151,Beaverton OR,White,Unspecified,4WD,Automatic,SUV,6Cyl,4.0L,Gasoline,17,22,JTEBU5JR3B5040100
2015,Toyota,RAV4,clean,22177,25309,Beaverton OR,White,Gray,AWD,Automatic,SUV,4Cyl,2.5L,Gasoline,22,28,JTMRFREV1FD119143
2015,Toyota,Tacoma,clean,24990,50880,Hayward CA,Black,Gray,RWD,Automatic,Pickup,6Cyl,4.0L,Gasoline,17,21,3TMJU4GN6FM179197
2014,Toyota,Tundra,clean,27995,12224,Portland OR,Silver,Black,RWD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,18,5TFRY5F17EX170447
2016,Toyota,Sienna,clean,21998,82211,Kennewick WA,Black,Gray,AWD,Automatic,Minivan,6Cyl,3.5L,Gasoline,16,23,5TDJK3DCXGS135899
2015,Toyota,Prius,clean,19699,35114,Burien WA,Silver,Unspecified,FWD,Automatic,Hatchback,4Cyl,1.8L,Hybrid,51,49,JTDKN3DPXF3075380
2012,Toyota,FJ,clean,26648,68236,Vancouver WA,White,Black,4WD,Automatic,SUV,6Cyl,4.0L,Gasoline,17,20,JTEBU4BF6CK134750
2016,Toyota,Camry,clean,16622,17024,Ontario OR,Beige,Tan,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK9GR535872
2016,Toyota,Corolla,clean,14998,10478,Tacoma WA,Red,Black,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,27,35,2T1BURHE5GC596322
2017,Toyota,RAV4,clean,22888,14761,Dublin CA,Black,Gray,FWD,Automatic,SUV,4Cyl,2.5L,Gasoline,23,30,2T3WFREVXHW313565
2015,Toyota,Highlander,dirty,32921,25267,Kirkland WA,Gray,Unspecified,AWD,Automatic,SUV,6Cyl,3.5L,Gasoline,18,24,5TDDKRFH4FS113274
2015,Toyota,Corolla,dirty,13694,16769,San Rafael CA,Red,Gray,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,27,35,5YFBURHE0FP263427
2016,Toyota,Tacoma,clean,32548,20948,Vancouver WA,Black,Gray,4WD,Automatic,Pickup,6Cyl,3.5L,Gasoline,18,23,5TFCZ5AN2GX011187
2014,Toyota,RAV4,clean,18887,38686,San Francisco CA,Silver,Black,AWD,Automatic,SUV,4Cyl,2.5L,Gasoline,22,28,JTMRFREV2EJ012876
2017,Toyota,Corolla,clean,15386,10682,Kennewick WA,Silver,Gray,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,28,35,2T1BURHE8HC926875
2017,Toyota,Corolla,clean,15325,11206,Kennewick WA,White,Tan,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,28,35,2T1BURHE8HC929789
2014,Toyota,Camry,dirty,11997,28800,Tracy CA,Red,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK3ER435974
2014,Toyota,Tacoma,clean,27911,54749,Pullman WA,Green,Unspecified,4WD,Automatic,Pickup,6Cyl,4.0L,Gasoline,16,21,3TMMU4FN6EM069098
2015,Toyota,Corolla,clean,14500,23194,Portland OR,White,Black,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,27,35,2T1BURHE0FC282947
2005,Toyota,Sienna,clean,5995,166426,Sacramento CA,White,Tan,AWD,Automatic,Minivan,6Cyl,3.3L,Gasoline,16,22,5TDBA22C65S049815
2008,Toyota,Camry,clean,7488,106622,Sacramento CA,Silver,Gray,FWD,Automatic,Sedan,4Cyl,2.4L,Gasoline,21,31,4T1BE46K78U749470
2010,Toyota,Corolla,clean,6890,101350,Davis CA,Black,Black,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,26,34,2T1BU4EEXAC431879
2007,Toyota,Corolla,clean,5900,123138,Davis CA,Green,Gray,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,26,35,1NXBR32E77Z813987
2017,Toyota,4Runner,clean,33500,18689,Salem OR,Black,Black,4WD,Automatic,SUV,6Cyl,4.0L,Gasoline,17,20,JTEBU5JR4H5413217
2017,Toyota,Camry,clean,16488,24068,Daly City CA,Silver,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,24,33,4T1BF1FK9HU735825
2003,Toyota,Tacoma,clean,10995,128166,Kirkland WA,Silver,Gray,RWD,Automatic,Pickup,6Cyl,3.4L,Gasoline,15,19,5TESN92N13Z299381
2013,Toyota,Camry,clean,12995,73245,Boise ID,Gray,Tan,FWD,Automatic,Sedan,4Cyl,2.5L,Hybrid,40,37,4T1BD1FK5DU064010
2008,Toyota,FJ,clean,13000,174368,Salem OR,Silver,Unspecified,4WD,Unspecified,SUV,6Cyl,4.0L,Gasoline,16,20,JTEBU11F78K022627
2012,Toyota,Highlander,clean,19900,81660,Portland OR,Beige,Black,4WD,Automatic,SUV,6Cyl,3.5L,Gasoline,17,22,5TDDK3EH3CS129024
2015,Toyota,Camry,dirty,15988,22960,Daly City CA,White,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK5FR460201
2004,Toyota,4Runner,dirty,8995,106316,Woodinville WA,Silver,Brown,4WD,Automatic,SUV,8Cyl,4.7L,Gasoline,14,17,JTEBT14R240038443
2015,Toyota,Corolla,clean,14599,44304,Puyallup WA,Silver,Black,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,27,35,2T1BURHE4FC324097
2016,Toyota,Corolla,clean,14277,37820,Beaverton OR,Blue,Black,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,27,35,2T1BURHE2GC597539
2016,Toyota,Sienna,clean,19998,44738,Bellevue WA,Red,Black,FWD,Automatic,Minivan,6Cyl,3.5L,Gasoline,18,25,5TDKK3DC5GS692403
2005,Toyota,Prius,clean,5492,143822,Colma CA,Beige,Brown,FWD,Automatic,Hatchback,4Cyl,1.5L,Hybrid,48,45,JTDKB20U053055894
2017,Toyota,Corolla,clean,16192,4414,Vancouver WA,White,Black,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,28,35,2T1BURHE3HC917517
2005,Toyota,Highlander,clean,6488,199649,Gresham OR,Blue,Gray,FWD,Automatic,SUV,6Cyl,3.3L,Gasoline,17,23,JTEDP21A550057992
2014,Toyota,Tundra,clean,26450,83002,Boise ID,White,Black,4WD,Automatic,Pickup,8Cyl,5.7L,Flexible-Fuel,13,17,5TFDW5F14EX381816
2003,Toyota,Tacoma,clean,11995,102317,Woodinville WA,White,Gray,4WD,Manual,Pickup,6Cyl,3.4L,Gasoline,15,18,5TEWN72NX3Z281015
2016,Toyota,Tundra,clean,38999,27893,Boise ID,White,Tan,4WD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,17,5TFAY5F13GX503968
2013,Toyota,Tacoma,clean,24933,33664,Puyallup WA,Silver,Gray,RWD,Automatic,Pickup,6Cyl,4.0L,Gasoline,17,21,3TMJU4GN1DM150655
2014,Toyota,Sienna,clean,16490,73347,Portland OR,Silver,Unspecified,FWD,Automatic,Minivan,6Cyl,3.5L,Gasoline,18,25,5TDKK3DC3ES459116
2006,Toyota,Corolla,clean,5995,116966,San Rafael CA,Silver,Black,FWD,Manual,Sedan,4Cyl,1.8L,Gasoline,28,37,1NXBR32E46Z662170
2013,Toyota,Highlander,dirty,23376,73391,Beaverton OR,Gray,Gray,4WD,Automatic,SUV,6Cyl,3.5L,Gasoline,17,22,5TDDK3EH4DS176418
2013,Toyota,Camry,clean,12490,57904,Portland OR,Black,Unspecified,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK5DR333526
2012,Toyota,Highlander,clean,22728,59137,Spokane Valley WA,Gray,Gray,4WD,Automatic,SUV,6Cyl,3.5L,Gasoline,17,22,5TDDK3EH3CS101790
2013,Toyota,Prius,dirty,12488,78089,San Rafael CA,Green,Tan,FWD,Automatic,Hatchback,4Cyl,1.8L,Hybrid,49,46,JTDKN3DU1D1676014
2016,Toyota,RAV4,dirty,21994,25019,San Leandro CA,Gray,Unspecified,FWD,Automatic,SUV,4Cyl,2.5L,Gasoline,23,29,2T3NFREV5GW237280
2013,Toyota,Tundra,dirty,21872,178106,Ontario OR,Unspecified,Unspecified,4WD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,17,5TFHY5F14DX312036
2015,Toyota,RAV4,dirty,21991,23549,Bellevue WA,Black,Black,FWD,Automatic,SUV,4Cyl,2.5L,Gasoline,23,30,2T3YFREV7FW153702
2010,Toyota,Tundra,clean,22554,76718,Hayward CA,White,Tan,RWD,Automatic,Pickup,8Cyl,5.7L,Gasoline,14,18,5TFFY5F10AX082711
2006,Toyota,Tundra,dirty,14490,132845,Kent WA,Silver,Gray,4WD,Automatic,Pickup,8Cyl,4.7L,Gasoline,13,16,5TBDT44126S522601
2013,Toyota,Tundra,clean,30900,63957,Hayward CA,Gray,Unspecified,4WD,Automatic,Pickup,8Cyl,5.7L,Gasoline,13,17,5TFHY5F19DX281690
2007,Toyota,Tacoma,clean,15477,112202,Seattle WA,Silver,Gray,RWD,Automatic,Pickup,6Cyl,4.0L,Gasoline,17,21,5TEKU72N67Z338107
2015,Toyota,Tacoma,dirty,22558,68474,Auburn WA,Unspecified,Unspecified,RWD,Automatic,Pickup,6Cyl,4.0L,Gasoline,17,21,3TMJU4GN3FM183109
2015,Toyota,RAV4,clean,23888,21551,San Francisco CA,Gray,Black,AWD,Automatic,SUV,4Cyl,2.5L,Gasoline,22,28,2T3DFREV9FW307440
2016,Toyota,Camry,clean,14995,33829,Woodinville WA,Silver,Black,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T1BF1FKXGU245263
2016,Toyota,Camry,clean,15000,53078,Salem OR,Silver,Gray,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,25,34,4T4BF1FK3GR549976
2003,Toyota,Tacoma,clean,12488,151144,Sacramento CA,Gold,Black,RWD,Automatic,Pickup,6Cyl,3.4L,Gasoline,15,19,5TEGN92NX3Z222501
2004,Toyota,Tacoma,clean,11986,85957,Bellevue WA,Black,Black,RWD,Manual,Pickup,6Cyl,3.4L,Gasoline,17,22,5TEVN52N54Z399149
2006,Toyota,Tacoma,clean,8995,146567,Grants Pass OR,Unspecified,Unspecified,RWD,Unspecified,Pickup,4Cyl,2.7L,Gasoline,18,24,5TENX22N06Z221208
2016,Toyota,Tacoma,clean,24883,14820,Beaverton OR,White,White,RWD,Automatic,Pickup,4Cyl,2.7L,Gasoline,19,23,5TFAX5GN3GX069992
2017,Toyota,Camry,clean,15848,25423,Vancouver WA,Silver,Gray,FWD,Automatic,Sedan,4Cyl,2.5L,Gasoline,24,33,4T1BF1FK7HU368925
2010,Toyota,FJ,clean,16975,116498,Sacramento CA,Silver,Unspecified,RWD,Automatic,SUV,6Cyl,4.0L,Gasoline,17,22,JTEZU4BF8AK008854
2015,Toyota,Prius,clean,13101,86270,Everett WA,White,Gray,FWD,Automatic,Hatchback,4Cyl,1.8L,Hybrid,50,46,JTDKN3DU2F1911393
2014,Toyota,Highlander,clean,26486,45019,Hayward CA,Blue,Gray,FWD,Automatic,SUV,6Cyl,3.5L,Gasoline,19,25,5TDKKRFH5ES036744
2005,Toyota,Corolla,clean,4982,159153,Concord CA,Silver,Unspecified,FWD,Automatic,Sedan,4Cyl,1.8L,Gasoline,26,35,1NXBR32E15Z500401
2009,Toyota,Prius,clean,7985,104537,Sacramento CA,Silver,Gray,FWD,Automatic,Hatchback,4Cyl,1.5L,Hybrid,48,45,JTDKB20UX97883093
2016,Toyota,Sienna,clean,17998,56679,Kennewick WA,Gray,Gray,FWD,Automatic,Minivan,6Cyl,3.5L,Gasoline,18,25,5TDKK3DC2GS737457
2010,Toyota,Tundra,clean,13988,182650,Coeur D Alene ID,Brown,Unspecified,4WD,Automatic,Pickup,8Cyl,4.6L,Gasoline,14,19,5TFUM5F11AX012959
2005,Toyota,Sienna,clean,6990,139950,Martinez CA,Blue,Gray,AWD,Automatic,Minivan,6Cyl,3.3L,Gasoline,16,22,5TDBA22C25S036267
